City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI
Guwahati,2019-05-16,24.78,42.72,2.31,11.17,15.77,8.53,0.47,17.77,51.65,68.0
Guwahati,2019-05-17,22.83,34.43,3.17,14.25,20.49,8.09,0.51,17.12,52.04,73.0
Guwahati,2019-05-18,21.29,33.06,2.18,9.06,13.28,7.43,0.42,16.41,56.76,70.0
Guwahati,2019-05-19,43.79,68.51,4.43,12.25,20.41,7.09,0.78,16.44,35.22,62.0
Guwahati,2019-05-20,37.7,67.11,9.4,15.82,32.38,9.71,0.61,16.15,53.11,93.0
Guwahati,2019-05-21,31.53,52.71,3.61,13.08,19.94,8.7,0.54,15.87,46.88,68.0
Guwahati,2019-05-22,26.94,43.89,2.99,10.37,16.01,8.33,0.44,15.73,45.87,63.0
Guwahati,2019-05-23,13.59,22.87,2.23,10.73,15.16,8.69,0.4,15.89,51.75,73.0
Guwahati,2019-05-24,11.79,60.02,1.72,9.53,13.04,8.06,0.36,15.81,62.69,71.0
Guwahati,2019-05-25,18.92,626.63,3.27,12.52,18.78,5.01,0.55,15.47,39.05,210.0
Guwahati,2019-05-26,34.57,492.89,13.08,17.89,40.64,5.68,0.79,15.69,29.29,838.0
Guwahati,2019-05-27,27.48,47.82,13.17,17.05,39.87,7.03,0.66,15.93,47.42,149.0
Guwahati,2019-05-28,21.41,37.36,3.32,12.81,19.17,5.97,0.5,16.01,43.42,61.0
Guwahati,2019-05-29,43.72,81.41,14.81,18.48,44.13,5.93,0.79,16.31,35.31,72.0
Guwahati,2019-05-30,41.37,83.59,17.55,21.24,51.58,7.31,0.75,16.45,51.37,102.0
Guwahati,2019-05-31,26.04,44.89,6.58,18.76,30.9,6.2,0.54,16.06,54.01,79.0
Guwahati,2019-06-01,41.11,75.12,16.05,21.67,49.55,6.11,0.81,16.49,37.43,75.0
Guwahati,2019-06-02,60.98,110.62,22.75,21.15,59.98,6.24,0.89,16.61,27.05,106.0
Guwahati,2019-06-03,25.38,42.39,2.06,11.09,15.26,6.51,0.46,16.25,45.13,72.0
Guwahati,2019-06-04,12.52,21.47,3.09,11.44,17.34,6.66,0.37,16.17,42.61,54.0
Guwahati,2019-06-05,17.31,34.47,3.14,9.15,14.94,4.76,0.45,16.17,35.34,48.0
Guwahati,2019-06-06,30.62,86.21,3.86,13.14,20.4,4.89,0.48,16.34,26.23,55.0
Guwahati,2019-06-07,27.55,59.02,6.05,12.89,23.72,7.96,0.6,16.5,33.25,78.0
Guwahati,2019-06-08,12.76,21.4,2.89,6.72,11.94,9.85,0.4,16.83,28.39,48.0
Guwahati,2019-06-09,19.87,31.33,6.06,8.81,19.4,9.92,0.4,16.85,25.78,33.0
Guwahati,2019-06-10,20.31,38.23,9.79,10.66,27.48,9.98,0.5,14.04,17.28,40.0
Guwahati,2019-06-11,25.53,41.4,4.31,13.11,21.11,10.74,0.53,10.42,3.18,41.0
Guwahati,2019-06-12,36.68,72.67,9.54,18.64,35.62,11.22,0.68,10.68,3.23,60.0
Guwahati,2019-06-13,47.66,87.66,11.8,16.46,37.01,10.16,0.58,10.53,2.93,99.0
Guwahati,2019-06-14,17.68,31.6,6.87,13.25,25.47,9.28,0.44,10.44,1.8,45.0
Guwahati,2019-06-15,24.04,40.88,3.38,9.73,15.98,8.16,0.54,10.49,3.32,38.0
Guwahati,2019-06-16,25.93,43.13,3.0,11.79,17.53,8.27,0.52,10.56,3.79,44.0
Guwahati,2019-06-17,34.51,49.9,2.2,13.27,17.82,6.8,0.53,10.55,3.63,49.0
Guwahati,2019-06-18,33.51,55.87,4.68,15.51,24.31,6.04,0.61,10.6,3.15,54.0
Guwahati,2019-06-19,55.23,102.95,13.86,22.06,46.37,7.67,0.74,10.57,2.58,89.0
Guwahati,2019-06-20,40.38,77.63,10.12,16.77,34.58,8.73,0.7,10.55,1.79,93.0
Guwahati,2019-06-21,33.32,63.97,13.84,15.6,39.42,9.3,0.77,10.57,1.29,76.0
Guwahati,2019-06-22,27.98,50.76,6.1,11.32,22.16,8.4,0.61,10.56,2.04,54.0
Guwahati,2019-06-23,19.01,35.11,1.61,6.61,9.74,7.31,0.35,10.64,4.39,44.0
Guwahati,2019-06-24,23.66,43.56,2.36,9.02,13.53,12.36,0.38,11.33,5.01,40.0
Guwahati,2019-06-25,30.18,57.35,8.69,14.71,30.0,15.17,0.48,11.6,3.19,58.0
Guwahati,2019-06-26,18.59,29.17,2.16,10.41,14.69,9.14,0.44,10.59,2.94,41.0
Guwahati,2019-06-27,18.79,25.88,2.24,8.46,12.74,8.35,0.46,10.63,2.2,31.0
Guwahati,2019-06-28,29.61,43.21,4.86,14.92,23.96,6.99,0.58,10.65,2.04,40.0
Guwahati,2019-06-29,22.27,34.39,5.93,12.56,23.19,6.28,0.51,10.73,1.98,47.0
Guwahati,2019-06-30,32.27,60.43,11.91,14.26,34.84,5.52,0.66,10.79,2.31,55.0
Guwahati,2019-07-01,33.01,62.82,19.65,16.5,49.9,5.57,0.63,10.86,2.14,71.0
Guwahati,2019-07-02,13.73,27.33,3.66,9.45,16.12,6.07,0.38,10.65,1.97,39.0
Guwahati,2019-07-03,12.9,25.28,4.91,9.95,18.74,5.19,0.34,10.78,1.5,25.0
Guwahati,2019-07-04,15.47,32.63,2.88,9.96,15.36,4.53,0.42,10.7,4.22,33.0
Guwahati,2019-07-05,21.1,43.36,5.24,12.65,22.14,5.7,0.51,10.59,13.59,46.0
Guwahati,2019-07-06,7.74,75.98,4.13,10.04,17.54,4.99,0.3,10.37,21.24,46.0
Guwahati,2019-07-07,5.39,10.53,1.99,6.5,10.24,3.85,0.25,10.25,21.89,53.0
Guwahati,2019-07-08,10.63,76.75,3.84,6.73,13.49,3.68,0.27,10.27,20.61,42.0
Guwahati,2019-07-11,25.18,34.16,7.07,9.97,22.29,12.28,0.52,10.41,17.9,64.0
Guwahati,2019-07-12,23.66,34.66,4.77,10.55,19.13,8.86,0.55,10.5,13.14,36.0
Guwahati,2019-07-13,24.52,43.9,5.88,11.17,21.58,9.95,0.55,10.47,9.18,47.0
Guwahati,2019-07-14,21.91,37.61,9.69,10.66,27.32,8.22,0.45,10.65,8.3,57.0
Guwahati,2019-07-15,21.76,69.57,4.12,9.4,16.85,6.56,0.48,10.67,7.88,38.0
Guwahati,2019-07-16,80.31,149.69,7.52,10.85,23.95,6.07,0.61,10.63,4.6,118.0
Guwahati,2019-07-17,68.31,135.68,13.45,11.46,34.37,7.62,0.55,10.8,12.82,161.0
Guwahati,2019-07-18,41.72,73.42,6.72,9.98,21.71,6.2,0.54,10.84,11.78,91.0
Guwahati,2019-07-19,43.43,70.87,7.05,11.38,23.78,6.88,0.59,11.14,5.55,88.0
Guwahati,2019-07-20,26.73,167.95,5.14,10.39,19.59,8.73,0.45,10.92,1.63,103.0
Guwahati,2019-07-21,22.94,39.38,1.85,6.25,9.73,8.54,0.33,10.96,1.47,96.0
Guwahati,2019-07-22,59.28,79.72,3.37,8.78,14.92,7.34,0.41,10.91,9.75,66.0
Guwahati,2019-07-23,17.81,118.36,2.35,7.42,11.8,7.81,0.38,10.86,19.91,101.0
Guwahati,2019-07-24,19.41,76.32,4.3,9.77,17.57,7.5,0.37,10.91,16.99,98.0
Guwahati,2019-07-25,27.99,50.9,9.21,11.31,27.23,6.96,0.57,10.49,18.3,74.0
Guwahati,2019-07-26,59.27,79.88,3.43,8.75,14.99,6.51,0.35,11.02,20.01,62.0
Guwahati,2019-07-27,11.93,26.31,4.07,7.69,14.92,4.17,0.34,11.29,18.86,68.0
Guwahati,2019-07-28,24.95,49.12,12.19,9.47,30.16,3.67,0.58,11.28,16.85,54.0
Guwahati,2019-07-29,89.85,220.16,5.94,10.86,21.38,4.39,0.43,10.86,17.6,91.0
Guwahati,2019-07-30,68.67,153.57,6.91,10.76,22.86,7.24,0.47,11.18,14.86,182.0
Guwahati,2019-07-31,54.9,150.89,3.38,8.22,13.1,8.98,0.37,11.03,18.1,150.0
Guwahati,2019-08-01,40.56,52.31,4.7,9.14,17.51,7.43,0.31,11.18,17.88,104.0
Guwahati,2019-08-02,76.43,157.77,6.89,8.03,19.89,4.83,0.43,11.14,17.4,92.0
Guwahati,2019-08-03,59.08,117.59,5.63,9.33,19.22,4.88,0.44,11.17,16.38,164.0
Guwahati,2019-08-04,18.86,40.47,7.74,10.96,24.46,6.13,0.49,11.36,17.67,87.0
Guwahati,2019-08-05,79.19,194.51,6.5,10.05,21.44,3.8,0.44,11.09,18.4,40.0
Guwahati,2019-08-06,21.24,91.02,6.92,10.15,22.24,5.42,0.59,11.29,20.37,104.0
Guwahati,2019-08-07,11.86,34.75,5.14,9.62,18.77,8.94,0.39,11.51,15.62,74.0
Guwahati,2019-08-08,12.02,66.2,4.91,9.24,17.96,8.16,0.35,11.41,15.61,47.0
Guwahati,2019-08-09,49.04,427.84,3.14,8.59,14.37,6.84,0.36,11.27,15.7,246.0
Guwahati,2019-08-10,16.54,190.86,3.32,6.67,12.59,6.53,0.39,11.41,16.02,266.0
Guwahati,2019-08-11,26.59,164.97,5.49,10.37,20.12,5.49,0.42,11.62,16.4,102.0
Guwahati,2019-08-12,24.16,847.41,9.21,10.25,26.11,4.6,0.49,11.32,15.89,488.0
Guwahati,2019-08-13,14.9,554.83,4.03,9.4,16.67,5.36,0.39,11.22,15.63,956.0
Guwahati,2019-08-14,15.95,27.49,3.03,7.78,13.32,7.04,0.34,11.42,15.71,141.0
Guwahati,2019-08-15,19.03,35.6,4.78,6.07,14.3,9.78,0.37,11.9,15.83,36.0
Guwahati,2019-08-16,22.78,67.25,11.27,13.33,32.79,7.37,0.51,11.79,15.86,43.0
Guwahati,2019-08-17,30.14,54.16,6.89,10.57,22.65,6.69,0.56,11.81,16.35,69.0
Guwahati,2019-08-18,23.21,43.52,2.52,6.35,10.94,5.28,0.44,11.73,15.89,49.0
Guwahati,2019-08-19,19.03,38.04,4.58,8.63,16.75,4.87,0.36,11.74,15.98,38.0
Guwahati,2019-08-20,25.11,47.12,2.84,7.61,12.82,5.4,0.44,11.85,16.4,48.0
Guwahati,2019-08-21,26.75,49.44,2.52,8.73,13.49,5.81,0.4,11.87,16.34,41.0
Guwahati,2019-08-22,33.4,68.83,9.18,14.94,31.07,6.64,0.56,12.03,16.11,68.0
Guwahati,2019-08-23,23.87,44.49,2.86,8.98,14.3,6.14,0.43,12.01,16.32,54.0
Guwahati,2019-08-24,8.55,19.11,2.39,6.88,11.3,5.57,0.34,12.06,16.25,30.0
Guwahati,2019-08-25,11.11,21.98,1.83,5.98,9.42,3.72,0.34,11.95,16.5,26.0
Guwahati,2019-08-26,21.45,36.86,8.49,11.68,26.44,4.58,0.44,12.24,19.68,32.0
Guwahati,2019-08-27,23.45,46.99,10.58,12.59,30.85,5.13,0.58,12.12,37.54,52.0
Guwahati,2019-08-28,26.74,42.76,6.92,12.48,24.73,5.28,0.59,11.83,20.58,48.0
Guwahati,2019-08-29,20.83,35.25,3.76,9.24,16.06,5.79,0.52,11.79,12.59,41.0
Guwahati,2019-08-30,21.66,37.24,15.77,11.55,38.26,7.24,0.57,11.96,19.92,52.0
Guwahati,2019-08-31,14.39,33.16,7.98,9.13,22.35,10.86,0.53,12.11,71.45,113.0
Guwahati,2019-09-01,25.64,56.42,10.43,11.26,29.18,7.01,0.68,12.17,25.48,58.0
Guwahati,2019-09-02,30.97,66.26,16.64,16.77,45.28,3.8,0.7,12.03,7.07,62.0
Guwahati,2019-09-03,14.23,33.81,10.49,9.12,26.99,3.42,0.58,12.13,8.86,54.0
Guwahati,2019-09-04,17.61,32.1,12.9,10.16,32.06,3.49,0.56,12.18,9.97,35.0
Guwahati,2019-09-05,13.85,29.83,10.12,9.13,26.37,5.16,0.59,12.51,11.06,46.0
Guwahati,2019-09-06,12.24,26.77,3.91,6.3,13.18,4.3,0.43,12.21,12.73,34.0
Guwahati,2019-09-07,24.75,47.56,7.87,9.07,22.66,2.7,0.48,12.0,14.7,34.0
Guwahati,2019-09-08,25.82,48.97,9.48,8.46,24.61,1.83,0.52,12.05,15.1,53.0
Guwahati,2019-09-09,23.45,44.1,9.06,8.83,24.32,2.0,0.56,12.1,15.53,46.0
Guwahati,2019-09-10,22.01,45.15,10.77,11.61,30.14,2.32,0.57,12.4,16.13,51.0
Guwahati,2019-09-11,34.11,59.01,7.96,10.78,24.62,2.48,0.56,12.44,16.46,55.0
Guwahati,2019-09-12,24.0,62.32,5.96,8.51,18.9,2.86,0.52,12.72,16.05,58.0
Guwahati,2019-09-13,17.8,28.7,4.71,7.01,15.22,2.28,0.46,12.85,16.14,43.0
Guwahati,2019-09-14,23.58,44.23,5.71,8.08,18.04,2.27,0.5,12.66,16.45,41.0
Guwahati,2019-09-15,19.88,42.48,5.45,5.59,14.95,2.11,0.49,12.72,17.39,48.0
Guwahati,2019-09-16,22.61,42.44,1.65,7.02,10.23,2.32,0.43,12.55,17.21,40.0
Guwahati,2019-09-17,25.35,48.51,8.38,10.34,24.85,2.35,0.59,12.42,16.84,46.0
Guwahati,2019-09-18,23.6,41.41,11.0,6.41,24.93,2.75,0.73,12.88,17.36,62.0
Guwahati,2019-09-19,32.73,66.47,11.97,14.64,35.35,1.86,0.55,13.89,17.26,44.0
Guwahati,2019-09-20,37.23,75.6,16.0,14.84,42.15,1.87,0.7,13.99,17.87,80.0
Guwahati,2019-09-21,31.67,63.53,7.14,12.68,25.3,2.17,0.52,13.49,17.49,68.0
Guwahati,2019-09-22,33.58,60.78,13.53,12.31,35.37,2.14,0.52,15.6,17.18,65.0
Guwahati,2019-09-23,11.65,21.62,2.55,5.22,9.81,1.84,0.36,13.36,17.16,35.0
Guwahati,2019-09-24,11.83,18.96,4.29,7.54,15.1,1.93,0.44,13.18,17.1,26.0
Guwahati,2019-09-25,12.59,21.57,6.27,5.97,16.7,1.64,0.48,13.16,17.38,26.0
Guwahati,2019-09-26,27.75,49.24,13.45,6.98,29.55,1.71,0.77,13.67,17.37,58.0
Guwahati,2019-09-27,21.98,43.0,10.76,9.97,28.36,1.42,0.6,13.7,17.26,47.0
Guwahati,2019-09-28,23.77,49.25,16.37,9.2,36.74,1.29,0.64,13.99,17.43,52.0
Guwahati,2019-09-29,22.12,38.18,11.25,9.48,28.62,1.28,0.54,13.7,17.39,39.0
Guwahati,2019-09-30,20.06,32.53,9.66,7.97,24.39,1.6,0.57,13.83,17.28,41.0
Guwahati,2019-10-01,11.78,22.1,7.12,7.16,19.36,2.28,0.55,13.73,17.38,37.0
Guwahati,2019-10-02,19.97,41.61,11.06,6.86,25.51,1.98,0.48,13.63,17.54,30.0
Guwahati,2019-10-03,29.56,60.78,17.18,8.38,37.17,1.49,0.78,14.54,17.8,66.0
Guwahati,2019-10-04,30.94,64.05,15.39,11.52,37.61,1.54,0.66,14.49,18.22,60.0
Guwahati,2019-10-05,39.61,72.7,18.47,13.23,44.44,1.85,0.65,14.85,18.51,70.0
Guwahati,2019-10-06,57.59,97.74,17.03,12.49,41.34,2.45,0.88,18.9,18.28,83.0
Guwahati,2019-10-07,30.21,53.93,6.3,11.94,23.14,1.98,0.68,14.83,17.91,82.0
Guwahati,2019-10-08,12.8,26.86,3.5,7.53,13.81,1.55,0.45,14.17,17.86,38.0
Guwahati,2019-10-09,18.44,32.5,5.92,7.62,17.87,1.3,0.45,14.03,17.9,27.0
Guwahati,2019-10-10,20.81,40.97,16.9,11.06,39.57,1.41,0.47,14.25,18.3,34.0
Guwahati,2019-10-11,32.15,63.9,30.7,14.46,65.87,2.01,0.73,15.3,18.47,78.0
Guwahati,2019-10-12,41.46,82.09,35.46,17.13,76.59,2.23,0.68,15.63,18.3,86.0
Guwahati,2019-10-13,60.17,105.48,43.9,20.3,93.8,2.6,0.76,16.42,18.37,113.0
Guwahati,2019-10-14,51.01,103.55,36.63,20.01,81.59,2.62,0.76,16.42,18.22,111.0
Guwahati,2019-10-15,45.02,75.22,16.25,17.03,44.93,2.3,0.76,15.65,17.94,89.0
Guwahati,2019-10-17,47.43,94.31,30.54,20.29,71.89,2.42,0.82,15.24,17.8,94.0
Guwahati,2019-10-18,52.61,112.77,37.05,19.98,82.21,2.5,0.79,13.83,17.93,101.0
Guwahati,2019-10-19,49.51,101.76,36.09,20.0,80.67,3.49,0.8,14.1,18.18,110.0
Guwahati,2019-10-20,46.36,89.37,17.22,15.39,44.77,4.21,0.73,13.48,18.33,98.0
Guwahati,2019-10-21,57.99,96.19,11.76,10.89,30.96,3.42,0.72,14.21,18.92,88.0
Guwahati,2019-10-22,84.13,130.98,14.5,13.86,38.65,4.49,0.72,15.31,22.33,123.0
Guwahati,2019-10-23,91.53,152.07,29.91,21.77,72.42,6.43,1.0,15.95,20.89,215.0
Guwahati,2019-10-24,55.9,84.17,13.0,14.82,37.2,7.42,0.74,12.04,17.8,174.0
Guwahati,2019-10-25,10.4,16.8,7.91,8.85,22.46,6.74,0.36,9.64,17.77,43.0
Guwahati,2019-10-26,5.85,12.02,7.36,7.05,19.64,4.83,0.32,9.77,17.84,27.0
Guwahati,2019-10-27,96.59,124.95,21.02,7.33,42.38,4.26,0.45,9.81,17.86,45.0
Guwahati,2019-10-28,199.86,258.02,41.87,11.35,80.91,5.61,0.83,10.07,18.06,351.0
Guwahati,2019-10-29,87.95,132.05,31.03,13.43,65.31,4.58,0.75,9.93,18.32,326.0
Guwahati,2019-10-30,45.98,81.6,29.74,14.17,64.0,3.83,0.87,9.82,17.84,86.0
Guwahati,2019-10-31,52.71,145.35,22.93,14.61,53.27,4.48,0.91,9.69,18.13,91.0
Guwahati,2019-11-01,38.53,124.06,29.12,14.21,63.04,3.89,0.72,9.65,17.8,142.0
Guwahati,2019-11-02,47.68,105.97,39.78,16.91,83.4,3.56,0.8,9.82,17.83,112.0
Guwahati,2019-11-03,50.28,99.52,44.59,13.91,88.1,3.19,0.79,9.92,17.74,116.0
Guwahati,2019-11-04,48.37,127.35,39.63,16.39,82.59,3.33,0.81,9.88,17.86,113.0
Guwahati,2019-11-05,51.29,130.43,53.03,18.23,106.59,3.84,0.88,10.17,18.27,123.0
Guwahati,2019-11-06,41.07,73.87,28.25,13.6,60.94,3.93,0.7,10.04,18.19,90.0
Guwahati,2019-11-07,53.17,112.41,44.87,15.87,90.67,4.59,0.9,10.36,18.06,110.0
Guwahati,2019-11-08,46.78,101.47,30.12,12.73,63.12,4.26,0.87,10.17,18.06,114.0
Guwahati,2019-11-09,46.15,72.78,14.02,11.2,34.99,3.08,0.77,10.01,17.91,84.0
Guwahati,2019-11-10,15.96,28.8,11.05,8.88,27.67,2.95,0.54,10.1,18.07,50.0
Guwahati,2019-11-11,25.98,50.97,18.57,11.88,43.23,2.34,0.52,10.01,18.12,36.0
Guwahati,2019-11-12,66.5,115.05,48.72,13.55,94.49,5.59,0.95,10.4,18.17,96.0
Guwahati,2019-11-13,49.33,91.14,51.11,16.54,101.62,5.75,0.95,10.44,17.93,133.0
Guwahati,2019-11-14,53.17,101.59,40.79,14.87,82.87,5.25,0.98,10.34,18.16,105.0
Guwahati,2019-11-15,64.61,198.38,48.83,15.93,97.21,5.25,0.96,10.4,18.23,154.0
Guwahati,2019-11-16,63.24,140.29,66.61,19.74,130.53,5.01,0.91,10.3,18.2,136.0
Guwahati,2019-11-17,84.99,151.83,65.59,20.12,129.26,5.94,0.99,10.69,18.52,165.0
Guwahati,2019-11-18,105.95,172.29,36.23,19.81,80.68,7.72,1.16,10.48,21.94,226.0
Guwahati,2019-11-19,101.7,155.67,35.92,15.08,75.16,10.07,1.13,10.58,19.53,290.0
Guwahati,2019-11-20,51.3,94.31,16.0,13.37,40.59,6.56,0.61,10.0,18.18,129.0
Guwahati,2019-11-21,69.59,129.07,52.87,18.9,107.1,4.4,0.87,10.04,17.49,112.0
Guwahati,2019-11-22,68.87,125.67,55.15,16.71,108.47,5.83,0.93,10.44,17.71,135.0
Guwahati,2019-11-23,84.51,143.51,56.95,13.7,108.16,10.85,1.02,10.96,18.14,148.0
Guwahati,2019-11-24,83.44,138.8,63.49,14.23,119.48,11.7,0.94,11.03,18.05,185.0
Guwahati,2019-11-25,84.86,143.37,58.45,13.89,110.84,11.45,0.93,11.02,17.94,180.0
Guwahati,2019-11-26,93.22,165.55,54.18,13.55,103.49,11.79,1.09,10.92,18.14,197.0
Guwahati,2019-11-27,73.44,126.46,40.99,13.88,82.17,10.7,1.0,10.75,18.19,182.0
Guwahati,2019-11-28,87.21,135.39,45.65,13.77,89.7,10.4,1.05,10.79,18.3,136.0
Guwahati,2019-11-29,96.93,166.82,61.71,14.52,116.9,10.81,1.09,11.11,18.14,183.0
Guwahati,2019-11-30,98.28,167.22,56.2,13.48,106.7,11.77,1.14,11.07,18.22,230.0
Guwahati,2019-12-01,77.08,125.23,27.69,10.73,56.97,11.89,0.83,10.76,18.23,211.0
Guwahati,2019-12-02,66.64,108.71,18.3,8.41,39.08,10.35,0.64,10.75,17.99,102.0
Guwahati,2019-12-03,86.17,140.23,53.64,10.02,98.8,11.72,1.02,11.39,18.04,181.0
Guwahati,2019-12-04,91.37,160.65,71.34,11.55,129.47,11.57,1.14,11.58,17.97,198.0
Guwahati,2019-12-05,78.66,138.03,55.99,11.6,104.35,11.55,1.03,11.33,17.89,184.0
Guwahati,2019-12-06,89.58,163.87,48.09,11.17,90.9,12.43,1.04,11.3,17.95,170.0
Guwahati,2019-12-07,86.47,160.39,45.25,11.36,86.45,13.4,1.03,11.34,18.03,206.0
Guwahati,2019-12-08,101.34,166.41,45.18,11.39,86.36,12.71,1.05,11.38,18.01,206.0
Guwahati,2019-12-09,112.06,191.09,65.43,14.22,122.65,14.79,1.31,11.98,18.18,251.0
Guwahati,2019-12-10,149.21,212.45,45.12,11.83,86.76,19.7,1.35,12.23,18.4,278.0
Guwahati,2019-12-11,118.52,174.54,30.25,10.72,61.16,22.66,1.34,12.38,18.47,328.0
Guwahati,2019-12-12,124.58,162.11,23.79,9.56,49.3,19.26,1.18,12.22,18.35,224.0
Guwahati,2019-12-13,106.59,161.14,37.5,9.08,71.29,16.26,1.21,12.19,18.2,309.0
Guwahati,2019-12-14,112.56,162.85,45.54,11.41,86.99,17.7,1.11,12.4,18.33,228.0
Guwahati,2019-12-15,121.98,172.89,67.71,13.37,125.5,18.43,1.25,12.74,18.27,303.0
Guwahati,2019-12-16,136.78,205.02,42.12,11.71,81.69,17.71,1.15,12.13,19.6,304.0
Guwahati,2019-12-17,103.64,155.46,29.58,11.09,60.43,18.22,0.94,11.54,18.96,299.0
Guwahati,2019-12-18,122.34,183.08,35.05,12.46,70.88,18.06,1.08,11.94,18.21,257.0
Guwahati,2019-12-19,152.47,209.45,25.57,10.71,53.45,17.01,1.17,11.64,19.04,310.0
Guwahati,2019-12-20,135.44,197.3,31.24,9.08,61.01,18.17,1.35,11.53,18.22,327.0
Guwahati,2019-12-21,107.19,154.52,9.04,9.17,24.67,16.26,0.94,11.23,18.59,297.0
Guwahati,2019-12-22,117.3,172.33,12.52,9.15,30.35,16.21,1.03,11.49,18.22,289.0
Guwahati,2019-12-23,159.75,223.93,21.66,8.9,45.11,15.68,1.38,11.4,18.1,276.0
Guwahati,2019-12-24,176.67,254.82,48.55,9.44,89.82,16.06,1.92,11.89,18.04,347.0
Guwahati,2019-12-25,210.84,338.0,71.18,10.99,128.62,16.63,2.12,11.97,17.89,356.0
Guwahati,2019-12-26,183.04,267.99,71.29,12.73,130.71,15.45,1.93,12.18,17.98,329.0
Guwahati,2019-12-27,113.44,162.48,35.78,11.56,71.11,14.77,1.44,12.03,19.09,336.0
Guwahati,2019-12-28,129.61,177.9,31.0,11.46,63.16,15.03,1.26,11.93,19.71,243.0
Guwahati,2019-12-29,155.36,226.01,69.52,11.86,126.84,14.3,1.64,12.38,17.93,319.0
Guwahati,2019-12-30,162.59,254.51,77.51,13.42,141.62,13.83,1.82,12.52,19.55,334.0
Guwahati,2019-12-31,162.27,248.02,60.31,15.39,115.5,14.34,1.99,12.45,17.99,334.0
Guwahati,2020-01-01,139.24,199.53,48.88,11.41,92.45,15.06,1.96,12.38,17.9,346.0
Guwahati,2020-01-02,58.98,100.53,14.53,12.47,37.22,14.36,0.7,12.18,17.91,149.0
Guwahati,2020-01-03,69.89,102.68,16.53,9.85,37.67,13.72,0.7,12.28,17.85,116.0
Guwahati,2020-01-04,89.1,122.49,19.56,7.57,40.24,15.08,0.84,11.96,17.98,114.0
Guwahati,2020-01-05,104.14,146.43,45.48,9.51,84.85,15.76,1.38,12.32,17.93,284.0
Guwahati,2020-01-06,88.81,147.58,14.21,10.11,34.17,13.98,0.8,11.72,18.71,170.0
Guwahati,2020-01-07,158.21,278.65,57.71,12.45,108.09,16.3,1.62,12.59,19.67,301.0
Guwahati,2020-01-08,151.85,224.39,68.87,12.53,126.5,16.43,1.75,12.59,17.92,332.0
Guwahati,2020-01-09,154.88,210.0,37.72,10.68,73.37,17.9,1.72,12.42,18.01,322.0
Guwahati,2020-01-10,159.1,225.9,56.18,12.1,105.19,18.47,1.85,12.84,18.31,331.0
Guwahati,2020-01-11,165.55,242.79,72.6,13.16,133.26,19.26,1.87,12.96,18.02,331.0
Guwahati,2020-01-12,148.21,225.76,88.08,15.26,160.98,18.04,1.68,13.2,18.03,335.0
Guwahati,2020-01-13,152.57,240.56,77.03,14.06,141.54,16.55,1.68,13.1,18.18,321.0
Guwahati,2020-01-14,186.62,270.35,79.92,14.47,146.7,17.74,1.84,13.22,18.17,326.0
Guwahati,2020-01-15,378.08,489.02,91.88,15.07,166.98,24.31,3.75,13.41,18.45,462.0
Guwahati,2020-01-16,169.6,237.56,69.18,11.13,125.47,27.33,2.16,13.43,18.12,402.0
Guwahati,2020-01-17,124.99,202.88,72.13,14.04,133.46,21.27,1.39,13.75,18.2,311.0
Guwahati,2020-01-18,149.32,240.6,78.64,16.06,146.33,20.37,1.52,14.18,19.69,309.0
Guwahati,2020-01-19,123.96,196.86,74.81,13.79,137.58,22.25,1.42,13.82,18.24,325.0
Guwahati,2020-01-20,79.32,120.4,6.5,8.74,20.04,17.68,0.6,12.49,20.98,211.0
Guwahati,2020-01-21,120.64,183.95,15.75,12.31,39.05,16.06,0.9,12.62,21.13,192.0
Guwahati,2020-01-22,138.17,218.79,53.28,15.68,104.28,17.02,1.41,13.37,20.42,314.0
Guwahati,2020-01-23,129.67,204.78,47.92,18.01,97.97,16.87,1.29,13.03,18.18,307.0
Guwahati,2020-01-24,176.98,260.58,47.71,17.95,97.57,16.17,1.74,13.88,19.0,318.0
Guwahati,2020-01-25,178.56,286.81,69.9,16.51,132.46,15.74,1.87,13.22,17.92,363.0
Guwahati,2020-01-26,157.34,241.87,61.04,12.98,114.13,16.12,1.71,13.16,18.13,332.0
Guwahati,2020-01-27,151.56,242.58,78.62,17.7,148.03,16.7,1.62,13.84,20.67,327.0
Guwahati,2020-01-28,,317.84,80.74,17.88,151.75,18.21,1.94,13.7,18.14,264.0
Guwahati,2020-01-29,192.26,334.8,80.42,21.97,155.58,20.06,1.97,13.95,20.02,285.0
Guwahati,2020-01-30,155.4,247.32,56.68,16.34,110.56,21.83,1.71,13.71,19.0,346.0
Guwahati,2020-01-31,74.2,105.99,9.63,8.8,25.22,17.74,0.61,12.85,18.79,195.0
Guwahati,2020-02-01,123.8,184.52,28.23,10.06,57.12,18.14,1.21,13.22,18.75,250.0
Guwahati,2020-02-02,103.18,170.35,47.53,14.67,93.74,18.48,1.23,13.48,19.14,298.0
Guwahati,2020-02-03,121.97,199.91,61.88,22.49,125.68,15.9,1.06,13.92,23.02,238.0
Guwahati,2020-02-04,140.21,223.32,80.4,23.76,157.44,17.55,1.34,15.03,24.66,315.0
Guwahati,2020-02-05,155.07,256.72,82.09,25.12,161.67,19.22,1.63,14.48,22.17,317.0
